,NonHiC_Allbin,HiCAll_Allbin,1_HiCAll,2_HiCAll,3_HiCAll,4_HiCAll,5_HiCAll,6_HiCAll,7_HiCAll,8_HiCAll,9_HiCAll,10_HiCAll,11_HiCAll,12_HiCAll,13_HiCAll,14_HiCAll,15_HiCAll,16_HiCAll,17_HiCAll,18_HiCAll,19_HiCAll,20_HiCAll,21_HiCAll,21_1,1_21
SB,0.0684027503358887,0.931597249664111,0.958727465535525,0.989607635206787,0.992576882290562,0.990413573700954,0.988533050547897,0.985691056910569,0.982184517497349,0.978055850123719,0.973078826440438,0.966772711205373,0.958373983739837,0.947811947684694,0.932993990809473,0.913651466949452,0.886461647225168,0.84593849416755,0.784856839872747,0.695157299399081,0.568384588193708,0.392887946270767,0.184503358077059,0.182358493348671,0.947582190206146
AG,0.0682578571616744,0.931742142838326,0.958945939832617,0.990273693734449,0.992705270300837,0.991503619090704,0.988831712282289,0.986583917665687,0.982964826962226,0.979275050893463,0.974284664103144,0.968318819271658,0.960925130061072,0.951481565256729,0.938857159013798,0.920789979642615,0.894876724722913,0.8556180728342,0.798447749377969,0.710529292015381,0.578715222800271,0.400446731508708,0.184474666365076,0.182244368439674,0.947352287531612
Ov,0.0682973734819147,0.931702626518085,0.955565294841163,0.989509846889005,0.99249289581949,0.990556034665573,0.988520209803062,0.985494747854608,0.981889641327245,0.977591788839721,0.972162922539691,0.964726506722463,0.955466331132569,0.944170330680163,0.931220222526968,0.909716822416694,0.882459389535295,0.842265986173356,0.782308116437872,0.695912798835056,0.566878260500756,0.394638994528721,0.184482490492415,0.182142328746856,0.943443942064526
Bl,0.0677309728918043,0.932269027108196,0.975938171131457,0.993882106928902,0.99434836667797,0.992412682265175,0.989855318186956,0.987439244941788,0.984542782864248,0.980939866621454,0.977845597377642,0.972504803888324,0.964988131570024,0.95679326325308,0.943978184695377,0.925935345314796,0.900969255114728,0.86286311744094,0.806304396970725,0.717715044647903,0.584647338080705,0.402763648694473,0.184370408047926,0.182068246637615,0.963752011648402
MesC,0.06758607971759,0.93241392028241,0.988839758712758,0.997033353581872,0.99539463460805,0.993529885430941,0.991721643804653,0.989899275290661,0.987116278412703,0.984403915973272,0.981154731801037,0.977552375436168,0.972396061423708,0.964357862319352,0.954426660262478,0.938406769604588,0.916326444121096,0.880090977156823,0.824544054699309,0.735205616850552,0.598203059883877,0.409086414172094,0.184341757667368,0.182750689315256,0.980305004214882
MSC,0.067322637582655,0.932677362417345,0.992133546118322,0.997599107432881,0.995847868148629,0.993927154094934,0.991992317143785,0.9899162512181,0.987035180137557,0.984747270750067,0.981626110412812,0.977572838843617,0.972079031734151,0.964777493750618,0.954651376276357,0.938946714307907,0.916717273715876,0.880943974465801,0.825808182806785,0.735887694719449,0.598203567443897,0.409168585026904,0.184289688872569,0.183487544483986,0.987815158249674
NPC,0.0679944150267394,0.932005584973261,0.963706258126519,0.990827632992255,0.993343320707785,0.991718016846628,0.988863135281814,0.986870371417265,0.983153372152185,0.979789699813443,0.975874837469614,0.96930295663972,0.960794844253491,0.951156085702979,0.937531799423371,0.917321499236814,0.891443835151789,0.852040816326531,0.795169314263101,0.706936514217876,0.577717790717395,0.399202894454181,0.184422522471593,0.181952836276178,0.950800827649628
TLC,0.0677573171052978,0.932242682894702,0.98425975640772,0.995874191087122,0.995309011783988,0.993203718879815,0.991084296493062,0.989176816344985,0.986562862067991,0.983694577104586,0.980232853872891,0.976092915477435,0.971161726057592,0.963249215813717,0.952977081979258,0.936389069432277,0.913951451097861,0.877794105179868,0.822858676915251,0.733221239438212,0.596673919801057,0.408539859270354,0.184375618164863,0.182845248349124,0.976090121848417
ESC,0.0679944150267394,0.932005584973261,0.967479789699813,0.993611849171802,0.995025156877155,0.993300921476624,0.990983096839844,0.988693538357171,0.986177850641642,0.983351235230934,0.979761433659336,0.975775905930239,0.970334671264628,0.962066821188309,0.951226751088247,0.935115043247216,0.912261857651648,0.876264910396292,0.821626434507321,0.732559782915936,0.597051840126632,0.408700322234157,0.184422522471593,0.181476882623621,0.952026975247145
FC,0.0669933349139861,0.933006665086014,0.999082335667495,0.997797605601988,0.995863451547323,0.994254009487237,0.992009261350802,0.990216286424215,0.98771741585724,0.985232663203072,0.982211429862209,0.978230178450418,0.973260673142083,0.966117009261351,0.956446238988028,0.940492997515247,0.918624350576011,0.882637790829004,0.826730856110233,0.736771515699119,0.598740682177547,0.409108877343574,0.184224644228597,0.18404058388797,0.99808414437888
LC,0.0670987117679602,0.93290128823204,0.998432734666215,0.997966790918333,0.995834745284084,0.993900372754998,0.992064836778493,0.990116344741895,0.987645430927369,0.985089800067774,0.982378854625551,0.978538348582401,0.973201174743025,0.96626849655484,0.956413080311759,0.940570992883768,0.918445724613125,0.881989156218231,0.826358296622614,0.7362193606687,0.598285891788094,0.408900937535299,0.184245453518581,0.183940718114067,0.996781362556518
allCT,0.0658737058405121,0.934126294159488,1,0.998082265183242,0.995741500627494,0.993978876715033,0.992032939915676,0.99005880113372,0.987548824682375,0.984940141291933,0.981978933118998,0.978115261502884,0.973123510582794,0.966016610967751,0.956272825979666,0.940451513741416,0.918270654427006,0.882313126612801,0.826444999083436,0.736396068643626,0.59820635390668,0.408646727864969,0.184003835469634,0.184003835469634,1
